"id","country","city","name","state","zipcode","date","gname","gaddress","website"
"716","usa","indianapolis","university of indianapolis","in","46227-3630","1/29/2016","University of Indianapolis","1400 E Hanna Ave, Indianapolis, IN 46227, USA","http://www.uindy.edu/"
"717","usa","milwaukee","alverno college","wi","53215-4020","1/29/2016","Alverno College","3400 S 43rd St, Milwaukee, WI 53234, USA","http://www.alverno.edu/"
"718","usa","tyler","univ of texas - tyler","tx","75799","1/29/2016","The University of Texas at Tyler","3900 University Blvd, Tyler, TX 75799, USA","http://www.uttyler.edu/"
"719","usa","san diego","university of san diego","ca","92110","1/29/2016","University of San Diego","5998 Alcala Park, San Diego, CA 92110, USA","http://www.sandiego.edu/"
"720","usa","reading","reading area comm college","pa","19602-1014","1/29/2016","Reading Area Community College","10 S 2nd St, Reading, PA 19602, USA","https://www.racc.edu/"
"721","usa","largo","prince georges cmty college","md","20774-2109","1/29/2016","Prince George's Community College","301 Largo Rd, Largo, MD 20774, USA","http://www.pgcc.edu/"
"722","usa","pomona","cal state polytech u-pomona","ca","91768","1/29/2016","Cal Poly Pomona","3801 W Temple Ave, Pomona, CA 91768, USA","http://www.cpp.edu/"
"723","usa","billings","montana state univ - billings","mt","59101-0245","1/29/2016","Montana State University Billings","1500 University Dr, Billings, MT 59101, USA","http://www.msubillings.edu/"
"724","usa","johnstown","fulton montgomery cmty coll","ny","12095-3749","1/29/2016","Evans Library and Learning Commons, Fulton-Montgomery Community College","2805 NY-67, Johnstown, NY 12095, USA","http://library.fmcc.edu/"
"725","usa","lancaster","hacc  lancaster","pa","17602-2633","1/29/2016","HACC Lancaster Campus","1641 Old Philadelphia Pike, Lancaster, PA 17602, USA","http://www.hacc.edu/"
"726","usa","colorado spg","univ of colo-colo spr","co","80918","1/29/2016","University of Colorado Colorado Springs","1420 Austin Bluffs Pkwy, Colorado Springs, CO 80918, USA","http://www.uccs.edu/"
"727","usa","lufkin","angelina college","tx","75904","1/29/2016","Angelina College","3500 S 1st St, Lufkin, TX 75904, USA","http://www.angelina.edu/"
"728","usa","nashville","vanderbilt university","tn","37235-0001","1/29/2016","Vanderbilt University Office of Undergraduate Admissions","2305 West End Ave, Nashville, TN 37203, USA","http://admissions.vanderbilt.edu/visit/"
"729","usa","plattsburgh","suny - plattsburgh","ny","12901-2637","1/29/2016","SUNY Plattsburgh: Nursing Program","Hawkins Hall, Beekman St, Plattsburgh, NY 12901, USA","http://www.plattsburgh.edu/academics/nursing/"
"730","usa","wayne","william paterson university","nj","07470-2103","1/29/2016","William Paterson University","Atrium, 300 Pompton Rd, Wayne, NJ 07470, USA","http://www.wpunj.edu/"
"731","usa","north miami","fiu -  biscayne bay campus","fl","33181","1/29/2016","FIU Biscayne Bay Campus","3000 Northeast 151st Street, Miami, FL 33181, USA","http://www.fiu.edu/about-us/campuses/bbc/index.html"
"732","usa","plano","collin college - spr crk","tx","75074","1/29/2016","Collin College - Spring Creek Campus","2800 E Spring Creek Pkwy, Plano, TX 75074, USA","http://www.collin.edu/campuses/springcreek/index.html"
"733","usa","morrilton","univ of arkansas cc-morrilton","ar","72110","1/29/2016","University of Arkansas Community College at Morrilton","1537 University Boulevard, Morrilton, AR 72110, USA","http://www.uaccm.edu/"
"734","usa","lock haven","lock haven  university","pa","17745-2342","1/29/2016","Lock Haven University","401 N Fairview St, Lock Haven, PA 17745, USA","http://www.lhup.edu/"
"735","usa","clermont","lake sumter cc - southlake campus","fl","34711","1/29/2016","Lake-Sumter State College - South Lake Campus","1250 N Hancock Rd, Clermont, FL 34711, USA","http://www.lssc.edu/"
"736","usa","chicago","malcolm x college","il","60612-3145","1/29/2016","Malcolm X College","1900 W Jackson Blvd, Chicago, IL 60612, USA","http://malcolmxcollege.edu/"
"737","usa","paterson","passaic county cmty college","nj","7509","1/29/2016","PCCC","1 College Blvd, Paterson, NJ 07505, USA","http://www.pccc.edu/"
"738","usa","la crosse","western tech coll","wi","54601-3368","1/29/2016","Western Technical College","400 7th St N, La Crosse, WI 54601, USA","http://www.westerntc.edu/"
"739","usa","bridgewater","bridgewater state university","ma","2325","1/29/2016","Bridgewater State University","131 Summer St, Bridgewater, MA 02324, USA","http://www.bridgew.edu/"
"740","usa","frederick","frederick cmty college","md","21702-2964","1/29/2016","Frederick Community College","7932 Opossumtown Pike, Frederick, MD 21702, USA","http://www.frederick.edu/"
"741","usa","denver","colorado community college onl","co","80230","1/29/2016","Colorado Community College System","9101 E Lowry Blvd, Denver, CO 80230, USA","https://www.cccs.edu/"
"742","usa","brockton","massasoit community college","ma","2302","1/29/2016","Massasoit Community College","1 Massasoit Blvd, Brockton, MA 02302, USA","http://www.massasoit.mass.edu/"
"743","usa","macomb","western illinois university","il","61455-1367","1/29/2016","Western Illinois University","1 University Cir, Macomb, IL 61455, USA","http://www.wiu.edu/"
"744","usa","new haven","southern conn state univ","ct","06515-1330","1/29/2016","Southern Connecticut State University","501 Crescent St, New Haven, CT 06515, USA","http://www.southernct.edu/"
"745","usa","youngstown","youngstown state university","oh","44555-0001","1/29/2016","Youngstown State University","1 University Plaza, Youngstown, OH 44555, USA","http://www.ysu.edu/"
"746","usa","mission viejo","saddleback college","ca","92692","1/29/2016","Saddleback College","28000 Marguerite Pkwy, Mission Viejo, CA 92692, USA","http://www.saddleback.edu/"
"747","usa","bloomfield hills","oakland community college","mi","48304-2223","1/29/2016","Oakland Community College - District Office","2480 Opdyke Rd, Bloomfield Hills, MI 48304, USA","http://www.oaklandcc.edu/"
"748","usa","wharton","wharton county jr college","tx","77488","1/29/2016","Wharton County Junior College","911 E Boling Hwy, Wharton, TX 77488, USA","http://www.wcjc.edu/"
"749","usa","emporia","emporia state university","ks","66801","1/29/2016","Emporia State University","1 Kellogg Cir, Emporia, KS 66801, USA","https://www.emporia.edu/"
"750","usa","menasha","uwc - fox valley","wi","54952-8002","1/29/2016","University of Wisconsin-Fox Valley","1478 Midway Rd, Menasha, WI 54952, USA","http://uwfox.uwc.edu/"
"751","usa","austin","austin c c - riverside","tx","78741","1/29/2016","Austin Community College: Riverside Campus","1020 Grove Blvd, Austin, TX 78741, USA","http://www.austincc.edu/"
"752","usa","san bernardino","cal state u - san bernardino","ca","92407","1/29/2016","California State University San Bernardino","5500 University Pkwy, San Bernardino, CA 92407, USA","http://www.camp.csusb.edu/"
"753","usa","buffalo","buffalo state college","ny","14222-1004","1/29/2016","E. H. Butler Library","1300 Elmwood Ave, Buffalo, NY 14222, USA","http://library.buffalostate.edu/"
"754","usa","patchogue","st josephs college - long island","ny","11772-2325","1/29/2016","St. Joseph's College","155 W Roe Blvd, Patchogue, NY 11772, USA","http://sjcny.edu/"
"755","usa","morristown","walters st cmty coll","tn","37813-1908","1/29/2016","Walters State Community College","500 S Davy Crockett Pkwy, Morristown, TN 37813, USA","http://www.ws.edu/"
"756","usa","wilmington","del tech &cc wilmington","de","19801-2412","1/29/2016","Delaware Technical Community College - Orlando J. George Jr. Campus - Wilmington","300 N Orange St, Wilmington, DE 19801, USA","https://www.dtcc.edu/our-campuses/wilmington"
"757","usa","huntington bch","Coastline Community College","ca","92649","1/29/2016","Coastline Community College","11460 Warner Ave, Fountain Valley, CA 92708, USA","http://www.coastline.edu/"
"758","usa","sugarland","wharton cty jr coll - sugarland","tx","77479","1/29/2016","Wharton County Junior College","14004 University Blvd, Sugar Land, TX 77479, USA","http://www.wcjc.edu/"
"759","usa","rochester","oakland university","mi","48309-4402","1/29/2016","Oakland University","318 Meadow Brook Rd, Rochester, MI 48309, USA","http://www.oakland.edu/"
"760","usa","burlington","university of vermont","vt","05405-0001","1/29/2016","University of Vermont","Burlington, VT 05405, USA","http://www.uvm.edu/"
"761","usa","chicago","chicago state university","il","60628","1/29/2016","Chicago State University","9501 S King Dr, Chicago, IL 60628, USA","http://www.csu.edu/"
"762","usa","pine bluff","u arkansas-pine bluff","ar","71601-2799","1/29/2016","University of Arkansas Pine Bluff","1200 University Dr, Pine Bluff, AR 71601, USA","http://www.uapb.edu/"
"763","usa","huntington","queens   huntington college","ny","11743","1/29/2016","Huntington YMCA","60 Main St, Huntington, NY 11743, USA","http://ymcali.org/"
"764","usa","fullerton","fullerton college","ca","92832","1/29/2016","Fullerton College","Fullerton College, 321 E Chapman Ave, Fullerton, CA 92832, USA","null"
"765","usa","tampa","university of tampa","fl","33606-1450","1/29/2016","The University of Tampa","401 W Kennedy Blvd, Tampa, FL 33606, USA","http://www.ut.edu/"
"766","usa","colorado springs","pikes peak cc - centennial cmps","co","80906","1/29/2016","Pikes Peak Community College","5675 S Academy Blvd, Colorado Springs, CO 80906, USA","http://www.ppcc.edu/"
"767","usa","new york","john jay coll criminal just","ny","10019-1104","1/29/2016","John Jay College of Criminal Justice","524 W 59th St, New York, NY 10019, USA","http://www.jjay.cuny.edu/"
"768","usa","hazard","kctcs-hazard","ky","41701","1/29/2016","HAZARD COMMUNITY AND TECHNICAL COLLEGE","One Community College Drive, Hazard, KY 41701, USA","http://hazard.kctcs.edu/"
"769","usa","aptos","cabrillo college","ca","95003","1/29/2016","Cabrillo College SAC east - Student Activities Center","6500 Soquel Dr, Aptos, CA 95003, USA","http://www.cabrillo.edu/services/studentaffairs/"
"770","usa","las vegas","coll of s nv - charleston","nv","89146","1/29/2016","College of Southern Nevada","6375 W Charleston Blvd, Las Vegas, NV 89146, USA","http://www.csn.edu/"
"771","usa","springfield","nvcc medical educ campus","va","22150-1913","1/29/2016","Northern Virginia Community College - Medical Education Campus","6699 Springfield Center Dr, Springfield, VA 22150, USA","https://www.nvcc.edu/medical"
"772","usa","frankfort","kentucky state university","ky","40601-2334","1/29/2016","Kentucky State University","400 E Main St, Frankfort, KY 40601, USA","http://www.kysu.edu/"
"773","usa","nanticoke","luzerne cty comm college","pa","18634-3814","1/29/2016","Luzerne County Community College","1333 S Prospect St, Nanticoke, PA 18634, USA","http://www.luzerne.edu/"
"774","usa","manchester","sthrn nh univ cont/online educ","nh","3101","1/29/2016","Southern New Hampshire University - Online and Continuing Education","33 South Commercial Street, Manchester, NH 03101, USA","http://www.snhu.edu/"
"775","usa","yakima","yakima valley comm coll","wa","98902","1/29/2016","Yakima Valley Community College","S 16th Ave & Nob Hill Blvd, Yakima, WA 98902, USA","http://www.yvcc.edu/"
"776","usa","richmond","virginia commonwealth university","va","23284","1/29/2016","Virginia Commonwealth University","907 Floyd Ave, Richmond, VA 23284, USA","http://vcu.edu/"
"777","usa","athens","trinity valley cc - athens","tx","75751","1/29/2016","Trinity Valley Community College","100 Cardinal Dr, Athens, TX 75751, USA","http://www.tvcc.edu/"
"778","usa","woodbridge","no virginia cc - woodbridge","va","22191","1/29/2016","Northern Virginia Community College - Woodbridge Campus","2645 College Dr, Woodbridge, VA 22191, USA","http://www.nvcc.edu/woodbridge"
"779","usa","phoenix","grand canyon university","az","85017","1/29/2016","Grand Canyon University","3300 W Camelback Rd, Phoenix, AZ 85017, USA","https://www.gcu.edu/"
"780","usa","jamestown","guilford tech comm coll","nc","27282-0309","1/29/2016","Guilford Technical Community College","601 E Main St, Jamestown, NC 27282, USA","http://www.gtcc.edu/"
"781","usa","washington","trinity univeristy","dc","20017","1/29/2016","Trinity Washington University","125 Michigan Ave NE, Washington, DC 20017, USA","http://www.trinitydc.edu/"
"782","usa","cleveland","cleveland state university","oh","44115-2214","1/29/2016","Cleveland State University","2121 Euclid Ave, Cleveland, OH 44115, USA","http://www.csuohio.edu/"
"783","usa","belle glade","palm beach state coll - glades","fl","33430-3611","1/29/2016","Palm Beach State College","1958-1998 SW College Dr, Belle Glade, FL 33430, USA","http://www.palmbeachstate.edu/"
"784","usa","hurst","tarrant cnty  coll ne","tx","76054","1/29/2016","Tarrant County College - Northeast Campus","828 W Harwood Rd, Hurst, TX 76054, USA","http://www.tccd.edu/locations/northeast-campus/"
"785","usa","columbus","ivy tech comm coll - columbus","in","47203-1868","1/29/2016","Ivy Tech Community College","4475 Central Ave, Columbus, IN 47203, USA","http://www.ivytech.edu/columbus/"
"786","usa","west windsor","mercer cnty c c-trenton","nj","08550-3407","1/29/2016","Mercer County Community College","1200 Old Trenton Rd, West Windsor Township, NJ 08550, USA","http://www.mccc.edu/"
"787","usa","columbus","franklin university","oh","43215-5301","1/29/2016","Franklin University","201 S Grant Ave, Columbus, OH 43215, USA","http://www.franklin.edu/"
"788","usa","el cajon","grossmont college","ca","92020","1/29/2016","Grossmont College","8800 Grossmont College Dr, El Cajon, CA 92020, USA","http://www.grossmont.edu/"
"789","usa","marion","marion military institute","al","36756","1/29/2016","Marion Military Institute","1101 Washington St, Marion, AL 36756, USA","http://www.marionmilitary.edu/"
"790","usa","green bay","university of wisconsin - green bay","wi","54311","1/29/2016","University of Wisconsin-Green Bay","2420 Nicolet Dr, Green Bay, WI 54311, USA","http://www.uwgb.edu/"
"791","usa","buies creek","campbell university","nc","27506","1/29/2016","Campbell University","143 Main St, Buies Creek, NC 27506, USA","http://www.campbell.edu/"
"792","usa","miami","miami-dade  coll north","fl","33167","1/29/2016","Miami Dade College - North Campus","11380 NW 27th Ave, Miami, FL 33167, USA","http://www.mdc.edu/north/"
"793","usa","kyle","austin cc - hays","tx","78640","11/15/2016","Austin Community College Hays Campus","1200 Kohlers Crossing, Kyle, TX 78640, USA","http://www.austincc.edu/locations/campuses/hays-campus"
"794","usa","pittsburgh","univ of pittsburgh","pa","15260-0001","11/15/2016","University of Pittsburgh","4200 Fifth Ave, Pittsburgh, PA 15260, USA","http://www.pitt.edu/"
"795","usa","farmington","tunxis cmty technical college","ct","06032-3324","11/15/2016","Tunxis Community College","271 Scott Swamp Rd, Farmington, CT 06032, USA","http://www.tunxis.edu/"
"796","usa","tuscaloosa","univ of alabama -nursing","al","35487-0001","11/15/2016","Capstone College of Nursing","650 University Blvd E, Tuscaloosa, AL 35401, USA","http://nursing.ua.edu/"
"797","usa","richmond","ivy tech comm coll - richmond","in","47374-1220","11/15/2016","Ivy Tech Community College - Johnson Hall","2357 Chester Blvd, Richmond, IN 47374, USA","http://www.ivytech.edu/richmond"
"798","usa","san diego","advanced college of tech","ca","92123","11/16/2016","Coleman University","8888 Balboa Ave, San Diego, CA 92123, USA","http://www.coleman.edu/"
"799","usa","new orleans","delgado cc-west bank campus","la","70114-3047","11/16/2016","Delgado Community College","2600 General Meyer Ave, New Orleans, LA 70114, USA","http://www.dcc.edu/about/locations/wb/"
"800","usa","branchburg","raritan valley comm coll","nj","8876","11/16/2016","Raritan Valley Community College","118 Lamington Rd, Branchburg, NJ 08876, USA","http://www.raritanval.edu/"
"801","usa","nj","test school s1","nj","1234","11/16/2016","NJ Driving School LLC","545 Kearny Ave, Kearny, NJ 07032, USA","http://www.kearnydrivingschool.com/"
"802","usa","lincoln","southeast cmty coll-lincoln","ne","68520","11/16/2016","Southeast Community College","8800 O St, Lincoln, NE 68520, USA","https://www.southeast.edu/"
"803","usa","newark","rutgers univ newark","nj","07102-1811","11/16/2016","Rutgers University - Newark Campus","195 University Ave, Newark, NJ 07102, USA","http://www.newark.rutgers.edu/"
"804","usa","placerville","folsom lake coll - el dorado","ca","95667","11/16/2016","Folsom Lake College - El Dorado Center","6699 Campus Dr, Placerville, CA 95667, USA","http://www.flc.losrios.edu/"
"805","usa","hayward","cal state u - east bay","ca","94542","11/17/2016","California State University, East Bay","25800 Carlos Bee Blvd, Hayward, CA 94542, USA","http://www.csueastbay.edu/"
"806","usa","asheville","ashevl buncombe tech coll","nc","28801-4816","11/17/2016","Asheville-Buncombe Technical Community College","340 Victoria Rd, Asheville, NC 28801, USA","http://www.abtech.edu/"
"807","usa","thibodaux","nicholls state university","la","70310","11/17/2016","Nicholls State University","906 E 1st St, Thibodaux, LA 70301, USA","http://www.nicholls.edu/"
"808","usa","sheboygan","uwc-sheboygan county","wi","53081","11/17/2016","University of Wisconsin-Sheboygan","1 University Dr, Sheboygan, WI 53081, USA","http://www.sheboygan.uwc.edu/"
"809","usa","dover","wesley college dover","de","19901-3835","11/18/2016","Wesley College","120 N State St, Dover, DE 19901, USA","http://www.wesley.edu/"
"810","usa","newport news","christopher newport university","va","23606-0070","11/18/2016","Christopher Newport University","1 Ave of the Arts, Newport News, VA 23606, USA","http://cnu.edu/life/housing/residencehalls/cnuapartments/"
"811","usa","reno","university of nevada - reno","nv","89557-0042","11/18/2016","University of Nevada, Reno","1664 N Virginia St, Reno, NV 89557, USA","http://www.unr.edu/"
"812","usa","blountville","northeast st cmty coll","tn","37617-6350","11/18/2016","Northeast State Community College","2425 TN-75, Blountville, TN 37617, USA","http://www.northeaststate.edu/"
"813","usa","fort wayne","univ of st francis","in","46808","11/18/2016","University of Saint Francis","2701 Spring St, Fort Wayne, IN 46808, USA","http://www.sf.edu/"
"814","usa","nashville","nashville state comm coll","tn","37209-4515","11/18/2016","Nashville State Community College","120 White Bridge Rd, Nashville, TN 37209, USA","http://www.nscc.edu/"
"815","usa","durango","fort lewis college","co","813013000","11/19/2016","Fort Lewis College","Kroeger Hall, 1000 Rim Dr, Durango, CO 81301, USA","https://www.fortlewis.edu/"
"816","usa","chicago","wilbur wright college-south","il","60634","11/20/2016","Wilbur Wright College","4300 N Narragansett Ave, Chicago, IL 60634, USA","http://www.ccc.edu/colleges/wright/Pages/default.aspx"
"817","usa","waco","texas st tech coll-waco","tx","76705","11/20/2016","Texas State Technical College","3801 Campus Dr, Waco, TX 76705, USA","http://www.tstc.edu/"
"818","usa","deerfield bch","north broward tech ctr","fl","33442","11/20/2016","North Broward Technical Center","1871 W Hillsboro Blvd, Deerfield Beach, FL 33442, USA","http://nbtechcenter.com/"
"819","usa","milwaukee","technology institute","wi","53202-1806","11/20/2016","Bradley Tech High School","700 S 4th St, Milwaukee, WI 53204, USA","null"
"820","usa","brenham","blinn college-brenham camp","tx","77833","11/21/2016","Blinn College","902 College Ave, Brenham, TX 77833, USA","http://www.blinn.edu/contact_us.html"
"821","usa","poteau","carl albert state college","ok","74953","11/21/2016","Carl Albert State College","1507 S McKenna St, Poteau, OK 74953, USA","http://www.carlalbert.edu/"
"822","usa","hanceville","wallace st comm coll-hancevil","al","35077","11/21/2016","Wallace State Community College","801 Main St NW, Hanceville, AL 35077, USA","http://www.wallacestate.edu/"
"823","usa","edmond","ok christian univ","ok","73013","11/21/2016","Oklahoma Christian University","2501 E Memorial Rd, Edmond, OK 73136, USA","http://www.oc.edu/"
"824","usa","fairbury","southeast community college","ne","68352","11/21/2016","Southeast Community College","4771 W Scott Rd, Beatrice, NE 68310, USA","https://www.southeast.edu/"
"825","usa","barnesville","gordon state college - ga","ga","30204-1746","11/22/2016","Gordon State College","419 College Dr, Barnesville, GA 30204, USA","http://www.gordonstate.edu/"
"826","usa","mesa","mesa comm coll - red mtn","az","85207-1908","11/22/2016","Mesa Community College - Red Mountain Campus","7110 E McKellips Rd, Mesa, AZ 85215, USA","http://www.mesacc.edu/"
"827","usa","williamsville","erie cmty clg north campus","ny","14221","11/22/2016","Erie Community College","6205 Main St, Williamsville, NY 14221, USA","https://www.ecc.edu/"
"828","usa","bronx","fordham university-rose hil","ny","10458-5149","11/22/2016","Fordham University - Rose Hill Campus Bookstore","441 E Fordham Rd, Bronx, NY 10458, USA","http://www.fordham.edu/campus_resources/campus_facilities/bookstore_89280.asp"
"829","usa","miami","miami-dade  coll-kendal","fl","33176","11/22/2016","Miami Dade College - Kendall Campus","11011 SW 104th St, Miami, FL 33176, USA","http://www.mdc.edu/kendall/"
"830","usa","fresno","willow/intnl coll ctr","ca","93730-5401","11/22/2016","Clovis Community College","10309 N Willow Ave, Fresno, CA 93720, USA","http://www.cloviscollege.edu/"
"831","usa","chicago","wright city college","il","60634-1591","11/22/2016","Wilbur Wright College","4300 N Narragansett Ave, Chicago, IL 60634, USA","http://www.ccc.edu/colleges/wright/Pages/default.aspx"
"832","usa","brooklyn","a&m schwartz coll pharmacy","ny","11201-5423","11/23/2016","","",""
"833","usa","ebensburg","admiral peary vo-tech","pa","15931","11/23/2016","Admiral Peary Area Vocational Technical School","948 Benjamin Franklin Hwy, Ebensburg, PA 15931, USA","http://www.admiralpeary.tec.pa.us/"
"834","usa","woodland hills","pierce college - la","ca","91371","11/25/2016","Pierce College","6201 Winnetka Ave, Woodland Hills, CA 91371, USA","http://www.piercecollege.edu/"
"835","usa","sacramento","cosumnes river college","ca","95823","11/25/2016","Cosumnes River College","8401 Center Pkwy, Sacramento, CA 95823, USA","http://www.crc.losrios.edu/"
"836","usa","louisville","spalding university","ky","40203-2115","11/26/2016","Spalding University","Egan Leadership Center, 901 S 4th St, Louisville, KY 40203, USA","http://spalding.edu/"
"837","usa","decatur","inst for construction educ","il","62526-2158","11/27/2016","Institute For Construction","2240 E Geddes Ave, Decatur, IL 62526, USA","null"
"838","usa","chicago","richard j daley college","il","60652-1369","11/28/2016","Richard J. Daley College","7500 S Pulaski Rd, Chicago, IL 60652, USA","http://www.ccc.edu/colleges/daley/"
"839","usa","peoria","univ of illinois","il","61656","11/28/2016","University of Illinois College of Medicine at Peoria","1 Illini Dr, Peoria, IL 61605, USA","http://peoria.medicine.uic.edu/"
"840","usa","oskaloosa","william penn university","ia","52577-1757","11/28/2016","William Penn University","201 W Trueblood Ave, Oskaloosa, IA 52577, USA","https://www.wmpenn.edu/"
"841","usa","fairfield","fairfield university","ct","06824-5171","11/28/2016","Fairfield University","1073 N Benson Rd, Fairfield, CT 06824, USA","http://www.fairfield.edu/"
"842","usa","macon","middle ga st coll - macon","ga","31206","11/28/2016","Middle Georgia State University - Macon Campus - Main Campus","100 University Pkwy, Macon, GA 31206, USA","http://www.mga.edu/"
"843","usa","san jose","everest coll - san jose","ca","95117","11/28/2016","Bryman College","1245 S Winchester Blvd, San Jose, CA 95128, USA","null"
"844","usa","doral","miami dade coll - west cmps","fl","33178-4856","11/28/2016","Miami Dade College-West Campus","3800 NW 115th Ave, Doral, FL 33178, USA","http://www.mdc.edu/"
"845","usa","tsaile","dine college - arizona","az","86556","11/28/2016","Dine College","1 Circle Dr, Tsaile, AZ 86556, USA","http://www.dinecollege.edu/"
"846","usa","memphis","univ of memphis","tn","38152","11/28/2016","University of Memphis","3720 Alumni Ave, Memphis, TN 38152, USA","http://www.memphis.edu/"
"847","usa","takoma park","washington adventist univ","md","20912-7744","11/28/2016","Washington Adventist University","7600 Flower Ave, Takoma Park, MD 20912, USA","http://www.wau.edu/"
"848","usa","waterbury","naugatuck vly comm tech col","ct","06708-3011","11/29/2016","Naugatuck Valley Community College","750 Chase Pkwy, Waterbury, CT 06708, USA","http://www.nv.edu/"
"849","usa","gallatin","volunteer st cmty college","tn","37066","11/29/2016","Volunteer State Community College","1480 Nashville Pike, Gallatin, TN 37066, USA","http://www.volstate.edu/"
"850","usa","dalton","dalton state college","ga","30720-3778","11/29/2016","Dalton State College","650 College Dr, Dalton, GA 30720, USA","http://www.daltonstate.edu/"
"851","usa","orlando","central florida reception ctr","fl","32831-2518","11/29/2016","Central Florida Reception Center","7000 H C Kelley Rd, Orlando, FL 32831, USA","http://www.dc.state.fl.us/facilities/region3/320.html"
"852","usa","fairbanks","univ of alaska - fairbanks","ak","99775","11/30/2016","University of Alaska Fairbanks","505 South Chandalar Drive, Fairbanks, AK 99775, USA","http://www.uaf.edu/"
"853","usa","moline","black hawk college","il","61265-5870","11/30/2016","Black Hawk College Industrial Training Lab Extension Center","3901 25th St, Moline, IL 61265, USA","null"
"854","usa","long island city","laguardia cc of cuny","ny","11101-3007","11/30/2016","LaGuardia Community College, Long Island City","31-10 Thomson Ave, Long Island City, NY 11101, USA","https://www.laguardia.edu/"
"855","usa","fremont","midland university","ne","68025-4254","11/30/2016","Midland University","900 N Clarkson St, Fremont, NE 68025, USA","http://www.midlandu.edu/"
"856","usa","dallas","univ of north texas - dallas","tx","75241","11/30/2016","University of North Texas - Dallas","Dallas, TX 75241, USA","null"
"857","usa","mahwah","ramapo c of new jersey","nj","07430-1623","11/30/2016","Ramapo College of New Jersey","505 Ramapo Valley Rd, Mahwah, NJ 07430, USA","https://www.ramapo.edu/"
"858","usa","lima","ohio state univ-lima","oh","45804","12/1/2016","The Ohio State University at Lima","4240 Campus Dr, Lima, OH 45804, USA","http://lima.osu.edu/"
"859","usa","kapolei","univ of hawaii west oahu","hi","96707","12/1/2016","University of Hawai‘i - West O‘ahu","91-1001 Farrington Hwy, Kapolei, HI 96707, USA","http://westoahu.hawaii.edu/"
"860","usa","elyria","lorain county cmty college","oh","44035-1613","12/1/2016","Lorain County Community College","1005 N Abbe Rd, Elyria, OH 44035, USA","http://www.lorainccc.edu/"
"861","usa","ontario","treasure valley cmty coll","or","97914","12/2/2016","Treasure Valley Community College","650 College Blvd, Ontario, OR 97914, USA","http://www.tvcc.cc/"
"862","usa","omaha","metro comm -e college","ne","68103","12/2/2016","Metropolitan Community College - Express","3002 S 24th St, Omaha, NE 68108, USA","http://www.mccneb.edu/"
"863","usa","omaha","metropolitan cmty coll","ne","68111","12/2/2016","Metropolitan Community College","5300 N 30th St, Omaha, NE 68111, USA","http://www.mccneb.edu/"
"864","usa","boston","northeastern university","ma","02115-5005","12/3/2016","Northeastern University","360 Huntington Ave, Boston, MA 02115, USA","http://www.northeastern.edu/"
"865","usa","toledo","univ of toledo - health sci cmps","oh","43614-2595","12/5/2016","Health Science Campus","3045 Arlington Ave #3, Toledo, OH 43614, USA","http://www.utoledo.edu/med/gme/index.html"
"866","usa","fort myers","southwest florida coll bus","fl","33907-1157","1/29/2016","College of Business","College of Business, 600 S Clyde Morris Blvd, Daytona Beach, FL 32114, USA","null"
"867","usa","waxahachie","navarro coll - waxahachie","tx","75165","1/29/2016","Navarro College Waxahachie Building B","Navarro College Waxahachie Building B, John Arden Dr, Waxahachie, TX 75165, USA","null"
"868","usa","arlington","tarrant cnty coll se","tx","76018","1/29/2016","Tarrant County College - Southeast Campus","2100 Southeast Pkwy, Arlington, TX 76018, USA","http://www.tccd.edu/locations/southeast-campus/"
"869","usa","oklahoma city","oklahoma city comm coll","ok","73159","1/29/2016","Oklahoma City Community College","7777 South May Avenue, Oklahoma City, OK 73159, USA","http://www.occc.edu/"
"870","usa","valley city","valley city state univ","nd","58072","1/29/2016","Valley City State University","101 College St SE, Valley City, ND 58072, USA","http://www.vcsu.edu/"
"871","usa","marietta","chattahoochee tech","ga","30060-3304","1/29/2016","Chattahoochee Technical College Bookstore","980 S Cobb Dr, Marietta, GA 30060, USA","http://www.chattahoocheetechbookstore.com/"
"872","usa","midlothian","navarro coll - midlothian","tx","76065","1/29/2016","Navarro College at Midlothian","899 Mt Zion Rd, Midlothian, TX 76065, USA","http://www.navarrocollege.edu/"
"873","usa","rapid city","south dakota sch mines tech","sd","57701-3901","1/29/2016","South Dakota School of Mines & Technology","501 E St Joseph St, Rapid City, SD 57701, USA","http://www.sdsmt.edu/"
"874","usa","elkins","davis &elkins college","wv","26241-3971","1/29/2016","Davis & Elkins College","100 Campus Dr, Elkins, WV 26241, USA","http://www.dewv.edu/"
"875","usa","twin falls","college of southern idaho","id","83301","1/29/2016","College of Southern Idaho","315 Falls Ave, Twin Falls, ID 83301, USA","http://www.csi.edu/"
"876","usa","south burlington","comm coll of vermont","vt","05403-6241","1/29/2016","Community College of Vermont (CCV) - Winooski","1 Abenaki Way, Winooski, VT 05404, USA","http://ccv.edu/"
"877","usa","freeport","highland community college","il","61032-9338","1/29/2016","Highland Community College","2998 W Pearl City Rd, Freeport, IL 61032, USA","http://www.highland.edu/"
"878","usa","olean","jamestown cmty coll (olean)","ny","14760-2662","1/29/2016","Jamestown Community College: Cattaraugus County Campus","260 N Union St, Olean, NY 14760, USA","http://www.sunyjcc.edu/"
"879","usa","cedar rapids","mount mercy university","ia","52402","1/29/2016","Mount Mercy University","1330 Elmhurst Dr NE, Cedar Rapids, IA 52402, USA","http://www.mtmercy.edu/"
